calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-01,10.3,16.3,5.7,16.5,2.7,,0,0,2.1,,,,,
2016-12-02,6.8,10.3,3.2,2.5,3.3,,0,0,1.9,,,,,
2016-12-03,6.5,13.8,1.5,0.0,6.2,,0,0,1.0,,,,,
2016-12-04,7.1,14.2,0.8,0.0,2.9,,0,0,0.7,,,,,
2016-12-05,9.3,15.8,3.7,3.0,7.2,,0,0,1.3,,,,,
2016-12-06,4.1,8.8,1.2,29.0,0.0,,0,0,1.8,,,,,
2016-12-07,3.8,7.7,1.1,3.0,5.6,,0,0,1.0,,,,,
2016-12-08,3.1,7.9,-0.8,26.0,4.0,,0,0,1.0,,,,,
2016-12-09,6.1,11.5,-0.1,22.5,0.0,,0,0,1.3,,,,,
2016-12-10,1.9,4.1,0.3,29.5,0.0,,0,0,1.8,,,,,
2016-12-11,0.5,1.7,-0.1,23.0,0.0,,7,7,,,,,,
2016-12-12,0.9,5.6,-1.2,0.0,6.7,,5,0,,,,,,
2016-12-13,3.0,6.4,-1.0,9.5,0.3,,3,0,0.5,,,,,
2016-12-14,2.3,4.7,0.0,56.5,0.0,,3,3,0.8,,,,,
2016-12-15,-0.4,0.8,-2.7,19.0,0.2,,24,21,,,,,,
2016-12-16,-0.4,1.6,-2.3,28.0,0.4,,50,31,,,,,,
2016-12-17,0.5,3.6,-1.9,27.5,0.0,,46,0,0.7,,,,,
2016-12-18,2.6,7.7,-0.6,0.0,5.4,,18,0,0.7,,,,,
2016-12-19,3.3,10.4,0.5,0.0,6.1,,12,0,0.8,,,,,
2016-12-20,3.0,5.7,1.1,1.5,0.0,,9,0,0.8,,,,,
2016-12-21,4.7,13.8,0.9,0.0,6.4,,5,0,0.7,,,,,
2016-12-22,13.9,21.0,0.8,11.0,0.1,,3,0,2.0,,,,,
2016-12-23,7.3,11.9,2.1,17.0,0.0,,0,0,2.6,,,,,
2016-12-24,2.7,5.0,0.3,8.0,0.1,,0,0,1.2,,,,,
2016-12-25,1.6,5.6,-1.1,2.0,1.2,,0,0,0.7,,,,,
2016-12-26,2.3,6.3,-1.6,0.5,0.5,,0,0,0.6,,,,,
2016-12-27,4.5,6.9,1.6,29.5,0.0,,0,0,1.1,,,,,
2016-12-28,0.8,2.9,-1.8,3.5,0.4,,1,1,1.4,,,,,
2016-12-29,1.4,9.6,-3.2,24.0,5.6,,6,6,1.2,,,,,
2016-12-30,0.8,3.5,-1.8,1.5,0.6,,5,2,1.4,,,,,
2016-12-31,1.0,4.5,-2.9,2.0,0.6,,3,0,,,,,,
2017-01-01,2.9,5.8,1.6,17.0,0.8,,0,0,0.7,,,,,
2017-01-02,5.0,11.5,1.1,0.0,4.0,,0,0,0.9,,,,,
2017-01-03,3.0,6.7,1.3,39.5,0.0,,0,0,1.0,,,,,
2017-01-04,4.2,6.7,1.6,5.0,0.0,,0,0,2.3,,,,,
2017-01-05,1.5,4.6,-1.1,14.0,0.0,,3,5,2.1,,,,,
2017-01-06,-0.1,2.7,-2.7,0.5,0.0,,3,1,0.3,,,,,
2017-01-07,0.7,6.7,-3.0,0.0,4.0,,2,0,0.8,,,,,
2017-01-08,2.2,7.5,-2.9,0.5,0.9,,0,0,0.9,,,,,
2017-01-09,4.0,8.0,2.0,32.5,0.0,,0,0,1.0,,,,,
2017-01-10,4.2,11.0,0.5,12.0,5.7,,0,0,2.0,,,,,
2017-01-11,0.1,1.0,-0.8,52.0,0.0,,30,33,,,,,,
2017-01-12,0.6,2.2,-0.1,27.5,0.1,,32,7,,,,,,
2017-01-13,-0.2,1.0,-1.8,103.5,0.0,,89,60,,,,,,
2017-01-14,-2.8,-1.2,-4.2,35.0,0.0,,117,29,,,,,,
2017-01-15,-2.3,-0.5,-4.0,7.5,0.0,,113,5,2.3,,,,,
2017-01-16,-0.4,2.5,-2.1,20.5,0.0,,116,12,1.7,,,,,
2017-01-17,0.4,1.7,-0.1,26.5,0.0,,110,2,0.6,,,,,
2017-01-18,0.7,4.0,-1.4,4.5,6.4,,102,1,,,,,,
2017-01-19,0.7,2.6,-0.4,7.0,0.1,,87,0,0.7,,,,,
2017-01-20,0.8,6.3,-3.6,0.5,4.8,,78,0,,,,,,
2017-01-21,1.2,3.9,-2.6,7.5,0.1,,73,2,1.6,,,,,
2017-01-22,-0.1,3.6,-4.6,10.0,0.3,,88,18,,,,,,
2017-01-23,-1.4,-0.4,-2.6,3.0,0.4,,91,6,,,,,,
2017-01-24,-1.7,-0.3,-3.1,7.0,0.0,,94,8,3.3,,,,,
2017-01-25,-1.2,0.3,-3.4,22.5,0.0,,113,21,0.8,,,,,
2017-01-26,-1.5,5.2,-5.5,0.0,7.0,,111,0,0.5,,,,,
2017-01-27,1.9,11.3,-5.1,10.0,1.6,,101,0,1.6,,,,,
2017-01-28,0.4,4.0,-2.6,7.0,0.2,,88,1,,,,,,
2017-01-29,1.5,7.3,-3.3,2.5,4.2,,85,0,0.6,,,,,
2017-01-30,2.5,6.1,0.1,41.0,0.0,,82,3,1.5,,,,,
2017-01-31,-0.7,1.0,-3.7,3.0,0.2,,84,5,,,,,,
2017-02-01,-0.1,7.6,-6.6,7.5,4.6,,84,5,2.0,,,,,
2017-02-02,-0.1,3.0,-3.2,6.0,0.0,,89,6,3.9,,,,,
2017-02-03,2.5,5.1,0.8,2.0,0.1,,86,2,2.5,,,,,
2017-02-04,2.0,8.1,-3.0,0.0,7.8,,83,0,0.9,,,,,
2017-02-05,1.2,8.1,-3.8,1.5,0.0,,81,0,0.9,,,,,
2017-02-06,2.5,4.8,0.2,12.0,0.0,,79,3,2.6,,,,,
2017-02-07,-0.3,1.1,-1.6,5.5,0.2,,86,8,3.8,,,,,
2017-02-08,-0.3,0.7,-1.4,12.5,0.0,,98,14,0.9,,,,,
2017-02-09,0.1,4.2,-3.4,0.0,0.4,,95,0,0.6,,,,,
2017-02-10,0.8,2.8,-2.4,4.5,2.4,,91,6,2.7,,,,,
2017-02-11,-0.4,2.7,-3.5,15.5,2.0,,107,20,1.8,,,,,
2017-02-12,0.4,2.4,-1.2,8.0,0.1,,110,6,1.6,,,,,
2017-02-13,-0.3,0.9,-1.8,18.5,0.2,,128,26,,,,,,
2017-02-14,-0.4,2.3,-4.4,11.0,2.6,,129,10,,,,,,
2017-02-15,0.4,4.1,-2.6,3.5,0.5,,126,3,,,,,,
2017-02-16,1.3,9.6,-3.9,0.0,8.3,,116,0,0.9,,,,,
2017-02-17,3.2,13.8,-2.2,22.5,0.1,,108,0,1.5,,,,,
2017-02-18,0.2,2.3,-1.6,4.5,0.3,,108,11,0.7,,,,,
2017-02-19,-0.5,3.2,-2.4,3.0,3.5,,112,5,0.7,,,,,
2017-02-20,2.1,6.1,-0.7,44.5,0.0,,102,2,1.9,,,,,
2017-02-21,-0.1,1.8,-1.4,6.0,0.0,,109,12,3.5,,,,,
2017-02-22,0.8,5.9,-5.4,0.0,6.7,,108,0,0.8,,,,,
2017-02-23,5.2,11.8,1.1,17.0,0.1,,100,0,2.1,,,,,
2017-02-24,0.2,2.3,-4.0,2.0,0.0,,97,7,2.2,,,,,
2017-02-25,-0.7,5.5,-5.6,1.0,3.6,,96,1,0.7,,,,,
2017-02-26,1.1,5.6,-1.4,10.5,0.9,,92,3,0.7,,,,,
2017-02-27,0.9,3.5,-1.6,0.5,2.1,,91,1,0.8,,,,,
2017-02-28,0.2,4.6,-4.7,0.0,8.8,,87,0,1.0,,,,,
2017-03-01,1.5,8.2,-4.3,0.0,7.1,,85,0,0.8,,,,,
2017-03-02,2.3,9.7,-2.1,1.5,2.2,,83,0,0.6,,,,,
2017-03-03,2.8,5.4,0.4,29.0,2.1,,80,0,2.2,,,,,
2017-03-04,3.6,9.9,-2.3,0.5,5.7,,78,0,1.0,,,,,
2017-03-05,3.1,9.8,-0.3,0.0,4.3,,74,0,0.7,,,,,
2017-03-06,4.1,11.8,-0.8,14.0,1.8,,71,0,1.5,,,,,
2017-03-07,-0.3,1.2,-1.2,27.5,0.0,,99,40,,,,,,
2017-03-08,0.0,2.8,-2.5,5.5,2.0,,106,8,,,,,,
2017-03-09,2.1,6.7,-1.8,1.5,3.7,,88,0,,,,,,
2017-03-10,1.5,5.3,-0.5,11.5,2.9,,83,7,1.3,,,,,
2017-03-11,1.5,4.9,-1.4,1.5,1.4,,78,2,1.0,,,,,
2017-03-12,1.8,7.9,-2.6,0.0,8.9,,75,0,0.9,,,,,
2017-03-13,4.7,13.8,-2.0,0.0,8.1,,71,0,0.8,,,,,
2017-03-14,2.7,5.1,0.3,5.0,0.0,,66,0,0.6,,,,,
2017-03-15,2.3,6.5,-0.1,10.5,0.9,,64,2,1.0,,,,,
2017-03-16,2.3,6.3,0.0,6.5,1.5,,63,0,,,,,,
2017-03-17,2.6,7.2,-0.8,1.5,5.4,,59,1,1.1,,,,,
2017-03-18,4.4,10.6,-0.2,1.5,6.3,,55,4,1.1,,,,,
2017-03-19,4.4,9.1,0.2,0.0,0.1,,49,0,1.1,,,,,
2017-03-20,4.4,11.1,-0.4,0.0,8.3,,44,0,0.8,,,,,
2017-03-21,3.7,6.0,1.6,20.0,0.0,,40,0,0.6,,,,,
2017-03-22,3.2,6.8,1.4,4.0,0.9,,37,1,1.4,,,,,
2017-03-23,2.1,6.4,-0.2,8.0,1.2,,35,0,0.9,,,,,
2017-03-24,1.6,4.0,-0.2,7.0,1.7,,36,5,,,,,,
2017-03-25,2.8,7.0,-0.4,0.0,5.2,,34,0,0.9,,,,,
2017-03-26,3.0,10.2,-2.3,0.5,3.3,,29,0,0.7,,,,,
2017-03-27,2.9,6.0,1.8,13.5,0.3,,25,0,1.0,,,,,
2017-03-28,3.5,7.7,-0.2,2.0,2.8,,22,1,0.9,,,,,
2017-03-29,4.3,9.6,1.0,0.5,7.9,,18,0,1.0,,,,,
2017-03-30,7.4,13.3,0.0,0.0,8.3,,11,0,1.8,,,,,
2017-03-31,4.8,7.4,1.9,0.0,0.0,,0,0,0.9,,,,,
2017-04-01,3.8,7.2,0.8,0.0,0.4,,0,0,0.7,,,,,
2017-04-02,3.1,8.7,-1.6,0.0,9.0,,0,0,1.1,,,,,
2017-04-03,4.0,11.1,-2.7,17.5,5.4,,0,0,1.3,,,,,
2017-04-04,6.2,11.7,1.9,1.5,3.7,,0,0,0.7,,,,,
2017-04-05,9.8,20.9,0.4,0.0,9.7,,0,0,1.1,,,,,
2017-04-06,13.3,19.9,4.5,0.0,4.1,,0,0,1.4,,,,,
2017-04-07,11.1,18.4,6.8,19.5,0.1,,0,0,1.0,,,,,
2017-04-08,12.4,20.5,6.4,3.0,3.6,,0,0,1.1,,,,,
2017-04-09,8.0,11.0,2.3,11.0,0.0,,0,0,1.1,,,,,
2017-04-10,6.8,14.5,-0.1,0.0,9.0,,0,0,1.4,,,,,
2017-04-11,8.5,11.5,5.2,8.0,0.0,,0,0,1.3,,,,,
2017-04-12,6.2,9.6,-0.1,15.0,0.1,,0,0,1.6,,,,,
2017-04-13,4.2,10.5,-1.3,2.5,4.9,,0,0,1.3,,,,,
2017-04-14,10.2,20.0,-0.1,0.0,9.3,,0,0,1.5,,,,,
2017-04-15,10.6,16.7,5.4,1.0,3.2,,0,0,0.9,,,,,
2017-04-16,13.5,23.1,4.3,0.0,9.9,,0,0,1.7,,,,,
2017-04-17,16.0,24.9,6.2,0.0,5.3,,0,0,1.4,,,,,
2017-04-18,13.0,17.1,7.9,2.5,0.1,,0,0,1.8,,,,,
2017-04-19,9.7,14.5,5.8,2.0,2.9,,0,0,3.0,,,,,
2017-04-20,9.9,14.2,5.8,0.0,2.6,,0,0,1.1,,,,,
2017-04-21,12.3,17.8,7.7,0.0,6.0,,0,0,1.4,,,,,
2017-04-22,7.6,11.1,2.0,0.5,4.0,,0,0,1.2,,,,,
2017-04-23,7.0,12.4,1.7,1.0,8.2,,0,0,1.2,,,,,
2017-04-24,10.8,22.1,0.7,0.0,11.9,,0,0,1.2,,,,,
2017-04-25,15.2,23.3,6.1,0.0,9.3,,0,0,1.3,,,,,
2017-04-26,12.0,15.8,9.1,19.5,0.0,,0,0,1.0,,,,,
2017-04-27,9.3,13.3,4.3,2.0,6.9,,0,0,1.3,,,,,
2017-04-28,9.5,17.7,2.9,0.0,10.8,,0,0,1.3,,,,,
2017-04-29,11.5,21.1,4.9,3.0,6.5,,0,0,1.2,,,,,
2017-04-30,15.5,25.3,3.7,0.0,12.1,,0,0,1.6,,,,,
2017-05-01,10.6,13.9,4.4,5.0,1.5,,0,0,1.0,,,,,
2017-05-02,10.7,18.7,3.1,0.0,12.0,,0,0,1.1,,,,,
2017-05-03,12.9,21.1,4.3,0.0,8.8,,0,0,1.2,,,,,
2017-05-04,14.5,21.7,7.1,0.0,11.5,,0,0,1.4,,,,,
2017-05-05,16.4,24.4,8.2,0.0,9.2,,0,0,1.3,,,,,
2017-05-06,13.1,16.5,10.4,12.0,0.1,,0,0,0.7,,,,,
2017-05-07,12.5,18.0,5.6,0.0,7.8,,0,0,1.7,,,,,
2017-05-08,12.7,22.3,4.1,0.0,12.2,,0,0,1.9,,,,,
2017-05-09,13.9,20.8,6.2,0.0,2.2,,0,0,0.9,,,,,
2017-05-10,16.9,23.0,13.0,11.0,1.1,,0,0,1.0,,,,,
2017-05-11,15.3,17.3,14.1,3.5,0.5,,0,0,1.7,,,,,
2017-05-12,18.0,23.2,13.8,3.0,7.1,,0,0,1.1,,,,,
2017-05-13,16.2,21.2,14.2,7.0,0.0,,0,0,0.9,,,,,
2017-05-14,17.8,23.5,12.2,0.0,7.3,,0,0,1.2,,,,,
2017-05-15,16.0,21.5,12.0,1.5,5.2,,0,0,1.1,,,,,
2017-05-16,13.1,17.1,9.8,0.0,6.0,,0,0,1.3,,,,,
2017-05-17,13.7,18.2,9.9,0.0,6.9,,0,0,1.2,,,,,
2017-05-18,14.1,19.4,8.6,2.5,8.1,,0,0,1.1,,,,,
2017-05-19,15.3,23.5,7.8,0.0,12.9,,0,0,1.4,,,,,
2017-05-20,18.3,26.9,8.9,0.0,12.9,,0,0,1.4,,,,,
2017-05-21,19.1,27.9,11.2,0.0,11.9,,0,0,1.3,,,,,
2017-05-22,19.1,26.1,12.3,0.0,11.8,,0,0,1.4,,,,,
2017-05-23,19.4,24.5,13.3,0.0,10.1,,0,0,1.3,,,,,
2017-05-24,18.0,21.2,15.6,1.0,0.0,,0,0,0.8,,,,,
2017-05-25,17.5,21.3,14.6,13.0,1.0,,0,0,0.7,,,,,
2017-05-26,16.9,23.5,13.4,22.5,0.4,,0,0,1.0,,,,,
2017-05-27,15.4,18.9,12.6,0.5,1.1,,0,0,1.3,,,,,
2017-05-28,14.9,19.1,9.5,0.0,5.3,,0,0,1.2,,,,,
2017-05-29,17.8,26.7,7.9,0.0,13.0,,0,0,1.3,,,,,
2017-05-30,19.9,28.7,12.2,0.0,11.3,,0,0,1.2,,,,,
2017-05-31,21.2,29.4,14.7,2.0,4.3,,0,0,1.1,,,,,
