calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-09-18,25.5,27.3,24.0,40.5,0.0,,,,3.3,30.0,1005.2,92,1008.7,10.0
2016-09-19,24.6,26.6,21.9,26.0,0.0,,,,2.1,27.4,1003.9,88,1007.4,10.0
2016-09-20,22.6,24.2,21.4,22.5,0.0,,,,6.1,21.5,1001.4,78,1004.9,10.0
2016-09-21,23.1,26.1,20.8,3.5,0.2,,,,2.9,22.5,1012.9,80,1016.4,10.0
2016-09-22,23.8,26.4,22.4,7.0,0.7,,,,4.6,24.9,1011.8,85,1015.3,9.3
2016-09-23,23.7,26.3,22.0,2.0,0.8,,,,2.4,22.6,1011.5,78,1015.1,7.5
2016-09-24,23.6,25.6,21.0,0.0,4.0,,,,4.0,21.9,1012.6,75,1016.1,8.8
2016-09-25,25.9,29.2,23.2,14.0,2.7,,,,4.0,22.8,1013.7,69,1017.2,9.8
2016-09-26,26.2,30.3,22.9,9.5,4.5,,,,4.1,25.9,1014.6,77,1018.1,9.3
2016-09-27,27.6,31.2,24.1,0.0,4.9,,,,3.7,26.3,1013.2,72,1016.7,5.8
2016-09-28,26.4,29.9,24.4,26.0,0.8,,,,2.9,30.9,1009.9,90,1013.4,10.0
2016-09-29,23.7,26.2,21.1,3.5,0.0,,,,2.4,24.3,1010.2,83,1013.8,10.0
2016-09-30,23.1,26.8,19.4,1.0,3.7,,,,3.2,19.5,1011.8,70,1015.4,7.3
2016-10-01,24.4,26.7,22.1,2.0,0.4,,,,2.1,25.3,1013.2,83,1016.7,10.0
2016-10-02,26.5,29.5,24.0,0.5,5.4,,,,2.1,28.7,1013.5,83,1017.0,9.3
2016-10-03,24.9,28.0,21.8,7.0,0.0,,,,2.6,26.6,1009.3,84,1012.8,10.0
2016-10-04,24.2,28.1,21.7,,1.6,,,,2.4,21.8,1012.0,72,1015.5,10.0
2016-10-05,25.1,28.0,21.5,4.5,0.1,,,,5.9,23.0,1008.9,71,1012.4,10.0
2016-10-06,23.9,28.2,20.5,,9.4,,,,4.7,18.0,1014.1,61,1017.6,3.0
2016-10-07,22.9,27.5,18.0,0.0,8.1,,,,4.4,15.6,1018.4,56,1021.9,5.0
2016-10-08,25.7,29.1,22.6,0.0,2.8,,,,4.7,25.5,1009.3,77,1012.8,9.8
2016-10-09,21.7,26.3,18.1,10.0,4.4,,,,4.9,17.9,1007.9,67,1011.5,7.5
2016-10-10,19.1,23.0,17.0,,8.4,,,,4.2,11.6,1013.3,53,1016.9,3.0
2016-10-11,19.1,21.9,16.7,,3.3,,,,3.0,12.3,1013.6,55,1017.2,8.8
2016-10-12,19.4,24.2,15.8,,6.8,,,,2.9,12.4,1014.7,55,1018.3,8.5
2016-10-13,17.9,21.4,16.1,,2.3,,,,3.5,9.9,1017.9,49,1021.5,10.0
2016-10-14,18.2,21.8,15.4,,4.3,,,,2.1,11.0,1020.1,53,1023.8,7.5
2016-10-15,19.8,25.2,13.2,,10.4,,,,4.8,9.6,1022.1,42,1025.7,5.3
2016-10-16,22.2,26.1,18.8,0.0,6.0,,,,6.1,14.8,1019.4,56,1023.0,9.5
2016-10-17,22.6,25.4,19.3,16.0,4.0,,,,4.6,20.6,1013.1,76,1016.6,9.3
2016-10-18,23.2,27.1,20.4,,5.0,,,,2.6,20.3,1013.6,72,1017.2,9.0
2016-10-19,23.4,26.7,19.8,0.0,4.1,,,,3.4,19.8,1012.2,69,1015.8,9.8
2016-10-20,22.8,26.5,19.4,,6.0,,,,3.2,16.8,1012.9,61,1016.4,8.3
2016-10-21,19.0,22.0,17.0,,2.0,,,,4.3,11.2,1015.4,51,1019.0,10.0
2016-10-22,18.0,19.7,15.8,0.0,0.0,,,,2.8,13.9,1010.4,67,1014.0,10.0
2016-10-23,19.0,20.9,16.5,,0.9,,,,2.8,13.4,1008.0,61,1011.6,9.5
2016-10-24,17.3,21.9,14.1,,10.5,,,,4.2,9.0,1013.0,46,1016.6,0.0
2016-10-25,18.2,20.9,13.6,0.0,0.9,,,,6.4,14.4,1012.7,67,1016.3,9.0
2016-10-26,21.7,25.8,19.2,0.0,2.5,,,,3.3,19.8,1012.2,76,1015.8,9.0
2016-10-27,18.8,22.5,15.6,0.0,7.7,,,,4.3,11.1,1018.1,51,1021.7,7.3
2016-10-28,17.6,19.5,15.0,1.5,0.0,,,,4.8,14.6,1010.9,71,1014.5,10.0
2016-10-29,16.9,19.5,13.2,0.5,5.6,,,,4.9,12.3,1014.6,62,1018.2,6.8
2016-10-30,14.7,18.1,11.0,,8.1,,,,2.6,9.4,1022.5,56,1026.2,5.8
2016-10-31,15.8,18.5,12.2,0.0,2.2,,,,3.1,10.4,1020.6,59,1024.2,9.3
2016-11-01,14.8,19.2,12.1,5.5,6.7,,,,3.9,11.8,1017.6,71,1021.3,5.0
2016-11-02,14.1,17.7,11.2,,10.4,,,,4.4,8.4,1019.0,53,1022.7,1.3
2016-11-03,14.2,17.4,11.2,,8.4,,,,3.4,8.4,1015.8,52,1019.5,4.5
2016-11-04,14.4,18.8,10.4,,9.5,,,,3.0,8.7,1014.2,54,1017.9,1.3
2016-11-05,15.2,19.7,11.1,,10.0,,,,3.0,10.6,1012.0,62,1015.7,0.0
2016-11-06,14.0,17.9,10.5,0.0,1.3,,,,3.3,10.2,1018.3,63,1022.0,5.0
2016-11-07,13.8,17.9,9.5,,9.6,,,,3.0,9.9,1019.9,63,1023.6,0.3
2016-11-08,14.4,16.5,12.5,8.0,0.0,,,,3.7,13.1,1014.0,80,1017.7,10.0
2016-11-09,10.1,13.3,6.9,0.0,5.3,,,,4.9,7.3,1019.3,59,1023.0,6.0
2016-11-10,10.7,14.0,6.6,,0.9,,,,4.6,7.7,1019.1,60,1022.9,10.0
2016-11-11,15.0,18.4,11.4,0.5,7.8,,,,3.1,11.6,1014.0,69,1017.6,4.0
2016-11-12,15.4,19.0,12.0,,9.4,,,,2.3,10.3,1020.2,59,1023.9,3.8
2016-11-13,16.5,20.4,12.2,,7.1,,,,2.6,11.4,1020.7,61,1024.4,7.8
2016-11-14,17.1,18.8,15.9,9.0,0.1,,,,5.8,14.2,1014.9,73,1018.5,10.0
2016-11-15,16.8,22.3,12.6,2.5,3.2,,,,3.4,15.4,1009.9,79,1013.5,6.8
2016-11-16,12.3,15.8,10.0,,7.7,,,,2.8,7.3,1017.6,51,1021.3,6.5
2016-11-17,12.6,17.1,8.9,,7.5,,,,3.6,9.1,1019.4,62,1023.1,1.5
2016-11-18,14.5,18.5,8.4,0.0,9.2,,,,4.5,9.8,1019.2,59,1022.9,4.3
2016-11-19,17.0,18.9,15.0,10.5,0.0,,,,3.7,17.8,1010.5,92,1014.1,10.0
2016-11-20,18.5,21.8,16.0,0.0,1.0,,,,2.5,17.6,1013.9,83,1017.5,9.5
2016-11-21,16.9,18.3,14.7,0.0,0.0,,,,3.7,14.0,1013.5,73,1017.1,10.0
2016-11-22,17.9,20.7,16.1,0.0,8.1,,,,2.6,14.7,1009.3,72,1012.9,4.8
2016-11-23,11.3,16.6,9.5,0.0,0.0,,,,6.0,8.0,1014.6,59,1018.3,9.8
2016-11-24,10.7,15.0,7.4,0.0,4.0,,,,4.0,7.5,1013.0,59,1016.7,7.5
2016-11-25,11.1,14.7,7.9,,6.1,,,,2.4,7.8,1018.8,59,1022.5,6.3
2016-11-26,12.3,16.4,7.6,0.5,7.2,,,,3.9,8.9,1019.9,63,1023.6,5.0
2016-11-27,12.8,13.5,12.2,34.5,0.0,,,,3.1,13.8,1011.7,94,1015.4,10.0
2016-11-28,11.4,14.4,9.6,0.0,2.1,,,,3.5,8.2,1016.5,61,1020.2,8.8
2016-11-29,11.0,14.4,9.4,0.0,4.0,,,,3.4,8.2,1024.2,62,1027.9,6.5
2016-11-30,10.8,13.0,6.7,0.0,4.1,,,,4.3,7.7,1025.4,59,1029.2,9.3
2016-12-01,14.1,16.5,11.9,0.5,1.8,,,,3.9,11.3,1017.7,71,1021.4,10.0
2016-12-02,11.9,15.2,9.1,0.0,9.3,,,,4.0,7.6,1022.4,55,1026.2,5.5
2016-12-03,11.4,15.2,7.9,,8.9,,,,1.9,8.6,1022.7,64,1026.5,3.0
2016-12-04,13.0,17.2,9.1,12.0,3.6,,,,3.7,11.5,1015.6,76,1019.3,6.0
2016-12-05,14.9,17.6,12.6,,7.0,,,,3.5,11.8,1011.9,70,1015.6,10.0
2016-12-06,11.4,14.7,7.1,0.0,4.9,,,,5.1,8.4,1014.5,62,1018.3,6.8
2016-12-07,9.6,13.4,5.8,,9.1,,,,2.7,7.2,1016.1,60,1019.9,2.3
2016-12-08,10.4,12.9,7.2,,8.9,,,,2.8,7.7,1015.2,61,1018.9,2.8
2016-12-09,11.5,16.3,8.1,0.5,4.6,,,,3.6,8.5,1011.1,62,1014.8,4.0
2016-12-10,8.6,11.4,6.0,,7.6,,,,4.4,6.4,1016.5,58,1020.3,2.3
2016-12-11,7.7,11.6,5.5,0.0,6.5,,,,3.6,6.6,1020.4,63,1024.2,3.5
2016-12-12,7.8,10.3,4.2,0.0,3.5,,,,3.5,6.5,1022.5,62,1026.3,7.8
2016-12-13,10.6,13.4,9.0,34.0,0.0,,,,5.2,10.9,1011.0,84,1014.7,10.0
2016-12-14,8.8,13.0,4.7,1.0,1.2,,,,4.0,7.3,1006.6,63,1010.4,6.8
2016-12-15,6.5,9.5,4.3,0.0,6.0,,,,3.5,5.5,1012.1,58,1015.9,5.8
2016-12-16,5.3,7.9,3.4,0.0,5.0,,,,3.6,5.3,1014.9,60,1018.7,3.3
2016-12-17,8.1,11.5,3.7,,6.1,,,,3.7,6.2,1023.3,57,1027.1,2.8
2016-12-18,9.6,13.2,5.5,,8.9,,,,2.6,7.3,1026.6,62,1030.3,4.3
2016-12-19,9.9,13.4,6.5,,8.9,,,,1.6,8.9,1023.7,73,1027.5,5.5
2016-12-20,11.4,13.8,9.2,0.0,0.8,,,,2.1,9.6,1022.8,72,1026.6,7.3
2016-12-21,12.6,16.9,7.4,,7.9,,,,4.1,9.6,1024.7,68,1028.4,4.3
2016-12-22,16.8,20.0,13.6,11.5,0.0,,,,5.8,14.5,1009.5,75,1013.1,10.0
2016-12-23,11.3,15.1,7.0,0.0,3.5,,,,6.5,8.6,1007.1,63,1010.8,4.5
2016-12-24,8.5,11.1,6.4,0.0,3.5,,,,3.3,6.7,1020.5,61,1024.3,8.3
2016-12-25,8.8,12.2,5.6,,8.4,,,,2.9,6.7,1026.8,60,1030.6,6.0
2016-12-26,10.6,13.8,7.5,0.0,0.0,,,,5.0,7.2,1018.6,55,1022.4,10.0
2016-12-27,11.4,17.2,5.5,12.0,0.3,,,,4.3,11.2,1003.8,80,1007.5,9.8
2016-12-28,5.0,8.0,2.9,0.0,6.4,,,,4.4,4.6,1020.7,54,1024.5,6.8
2016-12-29,5.7,8.7,3.0,,1.8,,,,3.2,5.7,1019.3,62,1023.2,5.5
2016-12-30,5.9,9.9,3.6,0.0,5.5,,,,3.0,5.9,1023.9,64,1027.7,3.5
2016-12-31,7.2,11.7,3.5,,8.1,,,,2.3,6.6,1023.6,66,1027.5,2.8
2017-01-01,9.1,13.2,5.2,,8.1,,,,2.7,6.8,1022.8,59,1026.6,2.0
2017-01-02,9.0,13.1,4.6,,6.0,,,,2.9,8.8,1017.2,77,1021.0,2.8
2017-01-03,10.3,14.0,7.4,,7.0,,,,3.2,7.7,1015.5,62,1019.2,1.5
2017-01-04,9.3,13.8,5.2,,7.3,,,,4.0,7.4,1016.3,64,1020.0,2.0
2017-01-05,7.5,10.1,6.2,,6.6,,,,4.3,4.9,1020.4,48,1024.2,8.5
2017-01-06,7.3,10.9,5.3,,6.7,,,,2.8,5.1,1021.6,50,1025.4,5.5
2017-01-07,6.9,9.8,3.1,,7.3,,,,2.9,5.9,1018.6,60,1022.4,5.3
2017-01-08,7.6,9.1,6.6,23.5,0.0,,,,5.3,8.2,1006.6,79,1010.4,10.0
2017-01-09,9.2,12.2,6.4,0.0,4.0,,,,3.5,8.6,1005.0,74,1008.7,6.8
2017-01-10,9.6,13.1,6.4,0.0,6.3,,,,3.9,6.7,1011.7,57,1015.4,2.8
2017-01-11,6.9,10.7,4.3,,7.9,,,,4.6,5.1,1013.6,52,1017.4,4.8
2017-01-12,6.4,8.9,3.1,0.0,5.3,,,,4.8,5.1,1009.9,53,1013.7,6.3
2017-01-13,6.1,9.3,3.8,0.0,6.7,,,,6.1,4.7,1005.5,51,1009.3,3.8
2017-01-14,2.7,6.3,-1.1,0.0,6.7,,0,,7.4,4.3,1006.7,59,1010.5,3.3
2017-01-15,1.3,4.9,-1.8,0.0,7.8,,0,,5.3,4.8,1012.9,72,1016.8,3.5
2017-01-16,3.5,7.1,1.3,0.0,8.0,,,,4.5,5.5,1015.9,71,1019.7,6.0
2017-01-17,4.7,9.0,1.7,0.0,4.8,,,,2.7,5.5,1024.9,66,1028.8,3.5
2017-01-18,5.7,8.8,1.6,,9.4,,,,2.0,5.0,1024.7,56,1028.5,5.8
2017-01-19,7.2,10.6,4.6,,3.5,,,,3.3,5.7,1017.8,57,1021.6,7.0
2017-01-20,5.1,8.3,3.0,1.0,2.6,,,,5.2,5.9,1007.6,67,1011.4,7.5
2017-01-21,4.8,7.6,2.8,0.0,6.4,,,,3.9,5.5,1018.7,64,1022.5,3.5
2017-01-22,4.6,7.8,1.7,1.5,0.5,,,,3.8,5.7,1014.5,66,1018.3,7.0
2017-01-23,1.9,5.6,0.2,1.5,3.9,,0,,5.1,4.7,1016.1,67,1020.0,4.3
2017-01-24,2.7,6.3,0.4,0.0,3.5,,,,3.4,4.8,1022.1,65,1025.9,7.3
2017-01-25,3.8,8.4,-0.2,,5.3,,,,2.3,4.5,1026.4,57,1030.2,4.0
2017-01-26,4.5,9.5,0.5,,10.0,,,,2.3,4.7,1025.3,57,1029.2,0.0
2017-01-27,7.8,12.7,3.1,0.0,4.3,,,,3.3,6.5,1020.4,60,1024.2,8.5
2017-01-28,8.0,10.8,4.5,,9.6,,,,2.4,5.9,1022.2,55,1026.0,7.3
2017-01-29,7.9,10.2,3.8,3.5,2.0,,,,2.8,7.5,1016.3,69,1020.1,10.0
2017-01-30,9.4,14.3,4.5,1.0,2.4,,,,4.5,9.4,1008.6,79,1012.3,9.5
2017-01-31,4.2,7.1,2.2,0.0,5.2,,,,3.6,4.6,1021.1,56,1024.9,4.3
2017-02-01,4.7,7.7,1.7,0.0,4.1,,,,2.8,5.6,1016.7,65,1020.5,7.0
2017-02-02,5.8,9.3,2.6,0.0,5.9,,,,3.4,5.4,1017.8,60,1021.7,6.5
2017-02-03,8.0,12.5,5.2,0.0,5.6,,,,2.9,5.8,1018.2,54,1022.0,5.3
2017-02-04,7.3,10.7,3.4,,10.0,,,,1.9,6.8,1017.7,67,1021.5,0.0
2017-02-05,8.2,10.5,6.3,9.5,0.0,,,,4.0,9.2,1007.0,84,1010.8,10.0
2017-02-06,7.3,11.5,3.9,3.0,5.7,,,,7.4,6.6,1006.4,64,1010.2,4.3
2017-02-07,4.3,6.4,2.7,0.0,2.7,,,,3.6,4.9,1016.6,60,1020.4,8.3
2017-02-08,5.3,8.5,2.4,,2.2,,,,2.7,4.7,1013.8,53,1017.6,9.5
2017-02-09,4.1,6.0,2.5,3.5,0.1,,,,4.0,6.4,1001.6,79,1005.3,7.8
2017-02-10,3.3,7.1,0.5,0.0,6.6,,,,6.3,4.6,1002.7,61,1006.4,7.5
2017-02-11,2.8,7.2,0.3,0.0,6.8,,,,5.8,4.4,1011.2,60,1015.0,2.5
2017-02-12,3.6,8.3,0.3,0.0,6.2,,,,2.8,4.9,1019.1,62,1023.0,2.5
2017-02-13,5.1,9.3,2.3,0.0,4.3,,,,3.2,5.2,1022.9,60,1026.7,7.0
2017-02-14,4.9,9.0,2.3,0.0,5.9,,,,3.4,5.3,1023.7,62,1027.6,3.8
2017-02-15,6.0,9.5,3.2,,5.5,,,,2.7,5.4,1025.8,58,1029.6,6.5
2017-02-16,8.0,13.8,2.7,,8.8,,,,1.8,7.0,1021.9,65,1025.7,5.0
2017-02-17,11.0,14.1,8.7,4.0,0.0,,,,2.8,10.8,1013.4,81,1017.1,10.0
2017-02-18,7.8,9.6,5.6,0.0,3.4,,,,3.6,6.8,1012.1,64,1015.9,7.8
2017-02-19,6.4,9.0,2.6,0.0,10.7,,,,3.0,5.8,1015.6,60,1019.4,0.8
2017-02-20,9.8,14.6,4.4,3.0,0.1,,,,4.7,9.3,1005.3,74,1009.0,8.8
2017-02-21,4.1,8.2,2.3,0.0,3.2,,,,4.6,4.6,1022.1,57,1026.0,6.0
2017-02-22,6.3,10.0,1.6,2.0,5.5,,,,3.0,6.2,1018.9,63,1022.7,8.0
2017-02-23,11.4,14.5,7.0,18.5,0.0,,,,6.1,,1003.3,,1007.0,10.0
2017-02-24,5.9,9.2,3.6,0.0,3.0,,,,4.6,,1014.3,,1018.1,6.8
2017-02-25,6.8,10.5,2.6,0.0,9.7,,,,3.0,5.3,1016.3,55,1020.1,3.8
2017-02-26,8.1,11.4,4.1,,7.9,,,,3.1,5.2,1017.9,49,1021.7,10.0
2017-02-27,6.9,10.1,4.5,,9.7,,,,3.8,4.8,1021.4,49,1025.2,4.3
2017-02-28,6.6,10.2,3.2,,10.8,,,,2.9,5.4,1021.3,56,1025.1,0.3
2017-03-01,8.1,12.4,3.7,0.0,4.6,,,,4.6,6.1,1015.7,58,1019.4,5.5
2017-03-02,9.8,14.3,7.5,1.5,6.0,,,,6.1,8.6,1004.0,72,1007.7,8.0
2017-03-03,8.3,12.1,6.1,0.0,4.5,,,,3.3,6.2,1013.4,57,1017.1,4.8
2017-03-04,9.1,14.1,4.7,,9.4,,,,2.8,6.3,1015.4,55,1019.1,6.3
2017-03-05,10.6,14.3,5.5,,5.7,,,,1.9,6.9,1012.2,55,1015.9,8.3
2017-03-06,10.3,14.0,7.0,0.0,1.4,,,,2.5,8.0,1004.3,64,1008.0,7.5
2017-03-07,6.6,10.4,2.8,0.0,6.3,,,,5.0,4.7,1005.7,49,1009.5,5.3
2017-03-08,5.3,9.1,1.5,0.0,8.0,,,,4.7,4.6,1007.1,51,1010.8,3.5
2017-03-09,6.6,9.6,3.1,0.0,3.9,,,,4.3,5.4,1007.9,55,1011.7,4.8
2017-03-10,8.5,13.4,4.8,0.0,7.2,,,,4.0,5.7,1011.7,52,1015.5,7.5
2017-03-11,7.8,11.7,4.7,0.0,5.4,,,,3.7,5.5,1018.8,53,1022.5,3.8
2017-03-12,7.9,11.6,4.0,,10.3,,,,1.9,5.6,1018.7,53,1022.4,4.8
2017-03-13,10.1,13.2,8.1,0.0,1.0,,,,2.8,7.8,1012.8,62,1016.5,10.0
2017-03-14,9.2,13.3,5.7,0.0,4.9,,,,4.6,6.0,1008.3,52,1012.1,7.8
2017-03-15,6.9,11.6,3.5,0.0,7.7,,,,6.1,6.4,1010.7,65,1014.4,2.0
2017-03-16,8.1,12.3,5.7,0.0,5.0,,,,3.3,6.0,1016.2,56,1020.0,8.3
2017-03-17,8.6,12.4,4.5,,9.6,,,,2.8,5.8,1018.2,52,1021.9,1.3
2017-03-18,9.1,12.8,5.3,,5.9,,,,2.4,5.9,1020.3,52,1024.0,5.5
2017-03-19,10.5,14.1,5.8,,9.2,,,,2.1,6.3,1020.2,50,1024.0,3.3
2017-03-20,12.3,16.5,7.5,0.5,8.1,,,,3.1,6.7,1017.8,48,1021.5,7.0
2017-03-21,9.8,12.8,7.9,19.0,1.3,,,,4.5,9.5,1005.7,78,1009.4,7.8
2017-03-22,9.3,13.7,5.3,0.0,5.4,,,,3.7,5.5,1014.2,48,1018.0,7.3
2017-03-23,10.0,12.8,7.2,,2.6,,,,2.1,6.0,1014.9,49,1018.6,10.0
2017-03-24,8.7,12.0,6.3,,7.9,,,,4.6,5.0,1016.7,46,1020.5,7.5
2017-03-25,8.4,11.2,5.4,,4.1,,,,2.4,5.5,1016.3,50,1020.1,9.0
2017-03-26,10.3,13.9,6.9,0.0,3.2,,,,3.4,8.0,1011.6,64,1015.4,9.3
2017-03-27,10.1,14.1,7.6,0.0,4.9,,,,3.2,6.2,1010.9,51,1014.6,6.3
2017-03-28,9.7,14.3,5.7,0.0,9.2,,,,3.4,7.1,1017.6,59,1021.4,5.5
2017-03-29,10.9,13.6,7.5,0.0,9.0,,,,2.5,7.2,1019.8,56,1023.5,6.3
2017-03-30,14.4,18.5,10.8,0.0,8.7,,,,3.3,9.4,1015.9,58,1019.6,6.8
2017-03-31,9.1,13.3,6.5,11.0,0.0,,,,5.6,7.7,1013.3,67,1017.0,7.5
2017-04-01,9.0,12.7,6.7,1.0,5.0,,,,3.0,7.5,1009.5,66,1013.2,5.8
2017-04-02,10.2,15.4,6.0,,12.0,,,,3.5,5.3,1010.6,43,1014.3,1.3
2017-04-03,12.1,17.2,6.2,,11.5,,,,3.6,6.5,1015.9,47,1019.6,0.0
2017-04-04,13.4,17.4,8.9,,12.0,,,,2.4,7.1,1021.7,47,1025.5,2.5
2017-04-05,15.9,19.1,11.6,,3.1,,,,3.0,10.0,1022.4,55,1026.1,10.0
2017-04-06,16.5,19.4,14.1,6.5,0.6,,,,2.6,13.0,1017.3,69,1020.9,10.0
2017-04-07,17.4,18.9,15.5,19.0,0.0,,,,2.9,18.5,1011.3,93,1014.9,10.0
2017-04-08,17.8,19.7,16.9,8.0,0.1,,,,2.1,19.9,1007.8,98,1011.4,10.0
2017-04-09,15.6,18.3,10.9,3.0,1.2,,,,3.6,13.6,1007.2,75,1010.8,8.8
2017-04-10,13.0,16.8,9.0,0.0,1.0,,,,7.4,8.4,1012.1,55,1015.8,9.8
2017-04-11,13.0,14.1,11.4,5.5,0.0,,,,10.1,12.5,998.2,84,1001.8,10.0
2017-04-12,13.2,16.9,9.1,0.0,6.1,,,,4.7,9.5,1005.7,63,1009.4,8.3
2017-04-13,12.8,17.8,7.6,,11.5,,,,2.8,7.9,1013.0,54,1016.6,1.8
2017-04-14,16.0,20.9,10.6,,11.6,,,,3.0,9.5,1014.5,53,1018.1,0.0
2017-04-15,17.9,21.8,15.5,0.0,4.0,,,,2.9,12.8,1012.8,63,1016.4,7.5
2017-04-16,18.9,22.3,14.4,,11.5,,,,3.1,16.1,1013.1,74,1016.7,5.5
2017-04-17,18.7,21.4,16.2,56.5,0.0,,,,3.6,17.9,1003.8,83,1007.3,10.0
2017-04-18,18.5,21.4,15.7,4.0,8.1,,,,4.5,13.7,994.8,65,998.3,6.5
2017-04-19,17.4,20.9,12.9,0.0,10.9,,,,5.0,9.1,1002.4,46,1006.0,2.5
2017-04-20,14.8,17.4,11.2,,4.9,,,,2.0,8.6,1009.9,52,1013.5,6.8
2017-04-21,16.3,18.5,14.2,0.0,3.3,,,,2.2,11.6,1005.0,63,1008.6,10.0
2017-04-22,15.5,20.0,11.0,,11.1,,,,4.1,8.0,1006.9,45,1010.6,7.0
2017-04-23,14.2,19.3,9.7,,12.8,,,,3.0,7.9,1014.2,50,1017.9,1.3
2017-04-24,17.1,22.6,11.7,,12.0,,,,4.7,10.7,1020.1,54,1023.7,2.5
2017-04-25,18.0,22.0,14.8,,9.4,,,,4.4,12.7,1020.2,61,1023.8,8.8
2017-04-26,16.2,18.3,14.8,19.0,0.0,,,,1.9,15.1,1011.8,82,1015.4,10.0
2017-04-27,15.6,19.3,12.7,0.5,6.5,,,,3.0,8.7,1005.1,50,1008.7,10.0
2017-04-28,15.9,20.7,11.0,,12.7,,,,2.8,8.8,1005.2,50,1008.9,0.5
2017-04-29,17.2,21.9,14.4,1.0,10.1,,,,3.2,11.1,1004.4,57,1008.0,5.8
2017-04-30,19.0,23.7,12.7,,12.3,,,,3.2,12.2,1008.1,56,1011.7,0.0
2017-05-01,20.1,26.2,14.6,0.0,8.8,,,,4.6,11.1,1011.4,47,1015.0,4.8
2017-05-02,17.3,22.4,11.9,,12.2,,,,2.9,9.5,1019.4,49,1023.1,5.0
2017-05-03,19.2,23.2,15.8,,4.8,,,,4.1,12.2,1021.7,56,1025.3,9.3
2017-05-04,20.2,25.3,15.8,,8.8,,,,4.9,13.4,1017.1,57,1020.7,4.3
2017-05-05,20.5,23.9,17.7,0.0,9.9,,,,4.6,16.2,1012.9,68,1016.5,4.0
2017-05-06,20.4,22.7,18.1,0.0,0.2,,,,2.5,18.3,1009.4,76,1013.0,10.0
2017-05-07,20.1,24.1,17.9,,8.5,,,,3.5,11.0,1008.9,48,1012.5,6.5
2017-05-08,21.7,25.8,17.2,,11.8,,,,3.4,9.8,1009.6,38,1013.1,4.5
2017-05-09,19.4,22.6,14.7,4.5,0.0,,,,3.7,12.5,1012.2,57,1015.8,10.0
2017-05-10,18.7,23.1,14.7,0.5,1.0,,,,5.6,16.2,1007.0,75,1010.6,10.0
2017-05-11,20.1,24.1,16.9,,9.1,,,,4.0,15.4,1009.9,66,1013.5,6.3
2017-05-12,21.9,27.1,17.6,3.0,6.5,,,,2.4,16.0,1010.0,62,1013.5,8.3
2017-05-13,17.8,19.8,15.7,28.0,0.0,,,,5.3,18.0,1002.7,88,1006.3,9.8
2017-05-14,20.0,24.2,16.1,,11.5,,,,2.9,18.0,1005.8,78,1009.4,6.0
2017-05-15,20.8,23.9,18.0,,6.2,,,,3.7,13.3,1006.7,55,1010.2,10.0
2017-05-16,18.5,20.3,15.6,,3.4,,,,2.3,12.4,1007.0,58,1010.6,8.0
2017-05-17,19.3,23.5,15.9,0.0,7.5,,,,2.4,10.7,1006.2,48,1009.8,8.5
2017-05-18,19.9,23.7,15.0,,13.5,,,,2.8,11.3,1011.1,49,1014.7,0.0
2017-05-19,21.1,26.2,16.5,,13.6,,,,3.3,12.8,1013.3,51,1016.8,0.0
2017-05-20,22.8,27.7,18.6,,13.1,,,,3.6,14.5,1012.9,53,1016.5,2.5
2017-05-21,22.8,26.1,19.9,,11.1,,,,3.2,15.7,1012.7,56,1016.3,9.3
2017-05-22,22.5,25.8,20.1,,12.9,,,,3.1,17.4,1012.1,64,1015.6,2.3
2017-05-23,22.4,26.5,20.0,,9.9,,,,2.7,17.6,1008.9,66,1012.4,6.0
2017-05-24,21.5,23.6,19.5,3.5,0.0,,,,1.4,20.0,1005.5,78,1009.1,10.0
2017-05-25,20.4,22.8,18.4,24.5,2.0,,,,1.7,20.6,1002.3,86,1005.8,10.0
2017-05-26,22.5,27.6,18.8,0.0,7.9,,,,3.3,17.3,1000.4,64,1003.9,7.0
2017-05-27,20.0,23.7,16.4,,9.6,,,,3.5,11.7,1007.4,50,1011.0,1.8
2017-05-28,20.4,23.9,16.4,,13.3,,,,2.7,12.9,1010.3,54,1013.9,2.8
2017-05-29,22.7,27.9,18.8,,12.5,,,,3.1,15.6,1009.4,57,1013.0,2.5
2017-05-30,23.9,27.7,21.4,,9.2,,,,3.1,19.6,1007.6,67,1011.2,5.5
2017-05-31,23.9,26.9,21.6,0.0,6.2,,,,3.3,21.2,1002.7,72,1006.2,10.0
