calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-09-24,17.4,21.9,12.8,,10.7,,,,3.2,17.3,1016.6,87,1017.7,
2016-09-25,19.8,23.3,15.3,0.0,10.4,,,,4.8,18.3,1014.5,80,1015.6,
2016-09-26,18.7,22.0,12.2,0.0,9.9,,,,4.8,15.7,1016.7,73,1017.8,
2016-09-27,19.5,25.9,12.3,,8.1,,,,3.9,14.8,1014.1,68,1015.2,
2016-09-28,17.5,21.6,11.8,11.0,1.3,,,,4.5,16.3,1008.0,81,1009.1,
2016-09-29,13.5,18.7,7.5,,10.6,,,,2.7,12.5,1011.3,83,1012.4,
2016-09-30,16.0,19.9,9.0,,10.0,,,,6.1,13.1,1012.1,73,1013.2,
2016-10-01,16.9,21.4,11.8,0.0,10.9,,,,3.3,13.1,1015.5,70,1016.6,
2016-10-02,17.8,20.9,11.6,0.0,4.9,,,,6.7,16.9,1013.9,82,1015.0,
2016-10-03,17.4,19.9,14.9,28.5,0.0,,,,3.7,18.2,1005.7,91,1006.8,
2016-10-04,13.8,18.3,11.6,6.0,2.1,,,,10.0,10.4,1006.6,64,1007.7,
2016-10-05,10.9,13.7,5.9,0.5,2.6,,,,3.0,9.0,1014.9,70,1016.1,
2016-10-06,11.0,14.5,7.2,2.0,0.9,,,,6.9,8.6,1008.4,66,1009.6,
2016-10-07,10.4,13.3,5.7,0.5,0.5,,,,8.2,6.9,1018.1,55,1019.3,
2016-10-08,12.7,15.5,9.6,2.5,0.0,,,,4.0,11.5,1006.4,78,1007.5,
2016-10-09,12.2,17.0,7.2,14.0,0.9,,,,8.9,11.1,1000.0,77,1001.1,
2016-10-10,8.9,10.8,6.6,15.0,0.2,,,,7.2,7.1,1012.5,62,1013.7,
2016-10-11,9.2,12.2,5.3,14.0,1.1,,,,4.4,8.7,1012.2,76,1013.4,
2016-10-12,8.0,11.3,5.5,6.0,0.9,,,,4.5,8.1,1012.7,76,1013.9,
2016-10-13,10.0,12.4,5.7,1.5,0.9,,,,4.6,7.3,1016.1,60,1017.3,
2016-10-14,8.9,12.7,3.0,3.5,3.9,,,,4.7,6.6,1019.7,61,1020.9,
2016-10-15,12.6,16.2,3.1,,3.6,,,,7.5,10.8,1021.5,73,1022.7,
2016-10-16,16.4,18.1,13.1,,1.7,,,,6.2,16.7,1021.0,89,1022.1,
2016-10-17,15.9,20.6,12.6,2.5,3.4,,,,3.8,13.9,1013.4,79,1014.5,
2016-10-18,12.5,16.2,10.4,1.0,3.6,,,,5.6,10.0,1014.7,68,1015.9,
2016-10-19,12.7,15.6,8.6,0.5,10.0,,,,3.9,10.0,1014.0,69,1015.2,
2016-10-20,8.1,13.8,2.5,50.0,0.0,,,,9.1,8.4,1005.4,75,1006.6,
2016-10-21,6.4,8.5,3.3,0.5,0.2,,,,8.3,5.7,1015.3,60,1016.5,
2016-10-22,6.3,9.0,3.5,5.5,0.0,,,,3.5,7.5,1012.2,79,1013.4,
2016-10-23,6.2,7.6,3.7,3.5,0.7,,,,8.6,5.5,1008.0,58,1009.2,
2016-10-24,5.8,7.8,2.6,2.0,0.2,,,,9.8,5.2,1007.4,57,1008.6,
2016-10-25,9.4,11.6,6.9,0.0,4.8,,,,5.8,6.4,1012.3,54,1013.5,
2016-10-26,10.0,12.9,5.0,7.0,0.5,,,,8.9,8.4,1006.3,67,1007.5,
2016-10-27,6.2,7.2,4.4,0.5,0.0,,,,8.9,5.1,1013.9,54,1015.1,
2016-10-28,7.0,8.4,5.7,0.5,0.1,,,,7.0,5.8,1012.5,58,1013.7,
2016-10-29,4.2,7.3,1.6,1.5,1.2,,,,10.0,4.1,1012.9,49,1014.1,
2016-10-30,3.4,6.2,1.4,0.0,0.9,,,,8.6,3.8,1020.6,48,1021.8,
2016-10-31,2.4,6.1,0.2,21.0,0.0,,6,6,5.7,5.7,1015.8,80,1017.0,
2016-11-01,2.2,3.6,0.7,0.0,0.5,,,,5.9,4.3,1018.8,60,1020.0,
2016-11-02,3.7,5.9,1.8,0.5,0.3,,,,5.5,4.5,1021.4,56,1022.6,
2016-11-03,2.9,5.4,0.8,0.5,0.0,,,,2.3,6.0,1011.4,81,1012.6,
2016-11-04,2.9,5.1,1.8,3.0,0.0,,,,7.4,4.4,1008.0,58,1009.2,
2016-11-05,1.3,3.0,0.2,6.5,0.0,,3,3,2.8,6.2,1006.0,93,1007.2,
2016-11-06,-0.4,1.3,-2.8,9.5,0.1,,8,8,7.3,4.2,1016.9,71,1018.1,
2016-11-07,0.5,1.7,-0.8,0.0,0.4,,5,,4.1,4.5,1026.4,72,1027.6,
2016-11-08,3.2,8.5,0.2,11.0,0.0,,2,,6.8,7.1,1008.4,91,1009.6,
2016-11-09,0.8,3.6,-1.0,14.5,0.2,,8,9,9.6,5.4,1006.2,83,1007.4,
2016-11-10,1.1,2.0,-2.3,3.0,0.4,,9,1,7.6,4.5,1018.2,68,1019.4,
2016-11-11,0.4,3.8,-3.0,0.0,8.4,,7,,3.3,4.4,1021.3,71,1022.5,
2016-11-12,3.3,7.8,0.4,12.5,2.1,,4,,2.7,6.9,1019.4,90,1020.6,
2016-11-13,4.7,6.2,2.6,12.0,0.1,,,,4.2,7.4,1018.3,86,1019.5,
2016-11-14,5.8,11.4,-0.6,3.0,5.3,,,,4.9,6.0,1015.4,66,1016.6,
2016-11-15,5.3,10.7,1.2,21.5,0.3,,,,6.1,7.0,1004.8,77,1006.0,
2016-11-16,0.7,2.5,-0.3,1.5,0.5,,1,1,8.2,4.2,1010.9,66,1012.1,
2016-11-17,0.9,2.0,-1.0,1.5,1.5,,1,3,7.0,4.2,1015.5,65,1016.7,
2016-11-18,5.5,9.0,1.3,25.5,0.0,,1,,6.7,7.1,1014.1,76,1015.3,
2016-11-19,6.3,10.7,2.7,0.0,0.6,,,,2.8,8.2,1011.8,85,1013.0,
2016-11-20,5.0,12.3,-1.0,13.0,0.2,,,,7.4,7.2,1009.3,77,1010.5,
2016-11-21,-0.2,1.5,-1.9,0.0,0.4,,1,1,7.8,3.9,1019.2,65,1020.4,
2016-11-22,-1.3,0.9,-3.8,8.0,0.0,,12,12,4.0,5.0,1012.7,89,1013.9,
2016-11-23,-6.3,-1.5,-8.5,6.0,0.3,,12,5,9.8,3.0,1014.6,77,1015.8,
2016-11-24,-3.8,-1.4,-6.2,2.5,0.4,,12,1,6.5,3.1,1017.6,68,1018.8,
2016-11-25,-2.3,-1.4,-3.8,6.0,0.0,,19,10,6.1,3.9,1017.1,77,1018.3,
2016-11-26,-1.0,0.9,-2.6,1.0,0.4,,17,,5.3,4.0,1022.8,71,1024.0,
2016-11-27,-0.2,1.6,-3.4,0.5,0.0,,12,1,2.2,5.6,1013.7,93,1014.9,
2016-11-28,-1.0,3.3,-5.3,9.0,0.3,,16,11,3.1,5.6,1008.0,97,1009.2,
2016-11-29,-2.3,0.1,-4.4,27.5,2.9,,44,33,3.2,4.5,1018.8,88,1020.0,
2016-11-30,-1.5,0.3,-4.5,1.5,0.8,,44,,4.3,4.2,1028.2,78,1029.4,
2016-12-01,2.9,7.8,-2.3,5.5,0.3,,34,,6.3,6.6,1009.0,85,1010.2,
2016-12-02,1.4,4.1,-0.7,4.5,0.0,,12,2,11.9,4.5,1004.5,66,1005.7,
2016-12-03,4.1,6.6,0.0,0.0,7.8,,10,,8.6,5.2,1018.1,63,1019.3,
2016-12-04,6.5,10.5,1.6,0.5,0.9,,6,,4.9,7.2,1012.0,73,1013.2,
2016-12-05,2.1,4.2,-0.2,,1.0,,,,3.8,5.9,1008.3,82,1009.5,
2016-12-06,-2.7,-0.1,-6.1,5.0,0.0,,7,7,7.7,4.0,1005.3,79,1006.5,
2016-12-07,-4.8,-3.2,-6.5,1.0,2.2,,7,2,7.7,2.7,1013.1,63,1014.3,
2016-12-08,-2.3,-0.2,-4.2,2.0,0.0,,6,1,7.4,3.5,1012.7,68,1013.9,
2016-12-09,-0.9,0.5,-2.6,0.5,0.2,,7,2,3.9,4.8,1009.4,84,1010.6,
2016-12-10,-4.1,-2.3,-6.2,3.5,4.5,,11,7,5.2,3.4,1010.1,77,1011.3,
2016-12-11,-5.1,-2.6,-7.4,5.5,0.2,,15,6,4.8,3.1,1016.4,75,1017.6,
2016-12-12,-3.1,-0.9,-5.6,1.5,0.9,,15,3,3.0,3.8,1022.4,80,1023.6,
2016-12-13,-2.9,-1.1,-5.3,5.0,0.0,,21,8,3.0,4.5,1012.2,91,1013.4,
2016-12-14,-3.9,-1.6,-7.6,1.5,0.3,,20,,4.5,3.7,1007.9,81,1009.1,
2016-12-15,-9.7,-4.6,-14.2,2.0,0.2,,23,6,2.4,2.7,1007.5,89,1008.7,
2016-12-16,-6.3,-3.3,-14.0,7.0,0.7,,27,8,4.4,3.2,1005.8,83,1007.1,
2016-12-17,-3.0,0.4,-5.3,4.5,0.0,,30,8,7.1,3.5,1010.2,72,1011.4,
2016-12-18,3.2,5.2,0.2,2.5,0.6,,26,,8.9,5.0,1013.6,65,1014.8,
2016-12-19,2.3,4.6,-2.5,,6.0,,14,,4.2,4.5,1019.7,63,1020.9,
2016-12-20,1.0,3.2,-3.0,0.0,0.0,,13,,2.2,5.5,1022.0,84,1023.2,
2016-12-21,1.0,3.2,-1.7,0.0,0.0,,16,4,3.8,5.4,1025.6,82,1026.8,
2016-12-22,-1.4,1.9,-3.5,0.5,0.0,,15,3,2.7,4.4,1019.3,80,1020.5,
2016-12-23,-3.4,-0.6,-7.6,5.5,0.0,,20,6,6.7,4.0,1003.3,83,1004.5,
2016-12-24,-7.1,-1.4,-14.7,0.0,4.9,,20,5,2.4,3.0,1020.2,80,1021.4,
2016-12-25,-0.5,1.8,-2.5,1.5,0.6,,19,2,6.2,3.8,1023.2,64,1024.4,
2016-12-26,0.3,2.6,-2.1,17.0,0.0,,29,16,4.8,5.8,1015.4,92,1016.6,
2016-12-27,-6.0,-2.0,-13.8,0.0,0.0,,28,,4.0,3.1,1010.5,77,1011.7,
2016-12-28,-9.2,-3.0,-17.1,3.0,1.7,,30,6,2.6,2.7,1016.9,85,1018.2,
2016-12-29,-3.3,0.1,-5.5,8.0,0.0,,37,9,6.9,3.6,1009.4,75,1010.6,
2016-12-30,-2.8,-1.2,-4.6,3.0,0.2,,36,4,7.5,3.5,1013.2,71,1014.4,
2016-12-31,-3.0,-1.2,-5.6,2.0,0.0,,40,5,5.5,3.5,1017.8,72,1019.0,
2017-01-01,-0.7,1.2,-4.9,0.5,0.3,,37,1,4.6,4.2,1016.6,72,1017.8,
2017-01-02,0.3,1.2,-2.8,0.5,0.0,,34,1,4.7,4.3,1012.6,70,1013.8,
2017-01-03,-3.0,0.0,-6.4,0.0,2.9,,33,,1.9,4.3,1013.1,87,1014.3,
2017-01-04,-3.9,-0.1,-9.6,0.0,0.4,,32,,2.1,3.9,1013.2,84,1014.4,
2017-01-05,-7.9,-4.2,-14.8,1.0,5.0,,33,2,3.5,2.6,1020.2,76,1021.4,
2017-01-06,-5.1,-1.0,-9.9,0.0,1.3,,33,,2.9,3.5,1020.5,82,1021.7,
2017-01-07,-2.1,1.8,-5.7,2.0,0.4,,31,1,3.8,4.1,1015.1,79,1016.3,
2017-01-08,-5.0,-1.5,-10.7,0.0,4.4,,31,,2.5,3.3,1017.6,78,1018.9,
2017-01-09,-3.3,2.0,-11.4,3.0,0.0,,34,5,4.1,4.3,1002.9,86,1004.1,
2017-01-10,-5.0,-0.4,-8.5,2.0,0.3,,33,3,8.5,2.8,1004.2,66,1005.4,
2017-01-11,-8.9,-6.7,-10.2,12.0,0.1,,48,17,8.6,2.3,1002.0,73,1003.2,
2017-01-12,-8.2,-6.6,-10.1,4.0,0.0,,46,3,8.6,2.5,995.1,75,996.3,
2017-01-13,-6.7,-4.1,-9.5,3.0,1.8,,49,7,3.7,3.0,999.8,80,1001.0,
2017-01-14,-7.3,-4.5,-11.4,5.0,0.0,,56,12,3.5,3.1,1000.4,87,1001.6,
2017-01-15,-6.1,-0.2,-14.6,3.5,1.4,,52,2,2.3,3.6,1001.7,89,1003.0,
2017-01-16,-1.4,-0.1,-3.6,2.5,0.7,,48,1,6.4,4.8,1012.5,87,1013.7,
2017-01-17,-5.7,-1.3,-14.4,0.0,2.0,,45,,2.5,3.1,1023.0,78,1024.2,
2017-01-18,-4.1,-1.2,-6.8,0.0,0.2,,43,1,2.7,3.8,1022.9,83,1024.2,
2017-01-19,-5.0,-1.2,-10.8,0.0,3.6,,44,1,2.7,3.6,1016.8,86,1018.1,
2017-01-20,-7.0,-2.3,-13.8,1.0,4.3,,47,6,2.5,3.2,1014.2,87,1015.5,
2017-01-21,-11.0,-3.2,-17.6,,8.5,,45,,2.8,2.3,1018.4,83,1019.7,
2017-01-22,-5.3,-2.7,-11.0,0.5,1.6,,43,1,4.1,3.0,1010.3,71,1011.5,
2017-01-23,-8.3,-3.4,-18.6,0.5,6.1,,43,,4.3,2.4,1009.5,72,1010.7,
2017-01-24,-12.5,-8.1,-19.9,2.5,1.2,,48,7,2.3,2.1,1015.5,87,1016.8,
2017-01-25,-6.7,-2.3,-13.9,2.5,0.3,,49,3,3.9,3.1,1018.8,82,1020.1,
2017-01-26,-2.0,-0.4,-3.6,0.0,1.9,,49,,4.0,3.8,1018.9,73,1020.1,
2017-01-27,0.3,3.5,-4.6,17.0,0.0,,45,1,8.4,5.4,1002.4,83,1003.6,
2017-01-28,-4.6,-2.7,-6.5,2.0,0.0,,38,1,10.9,3.2,1012.3,73,1013.5,
2017-01-29,-2.9,-1.8,-4.3,0.0,2.0,,37,,4.5,3.1,1018.7,63,1019.9,
2017-01-30,-6.4,-2.3,-14.1,,5.1,,36,,2.4,2.9,1008.3,77,1009.5,
2017-01-31,-7.3,-1.7,-14.8,0.0,1.4,,38,2,4.1,2.9,1014.0,79,1015.2,
2017-02-01,-2.7,0.1,-6.6,1.5,1.2,,41,5,6.7,3.3,1005.6,66,1006.8,
2017-02-02,-8.6,-5.4,-10.2,7.5,0.0,,51,13,4.8,2.6,1003.7,83,1004.9,
2017-02-03,-5.8,-1.9,-11.2,5.0,0.0,,56,5,4.7,2.8,1009.9,72,1011.1,
2017-02-04,-3.1,-0.3,-10.6,0.5,0.4,,50,,3.8,3.4,1012.8,70,1014.0,
2017-02-05,-4.7,1.1,-12.1,,4.2,,47,,3.6,3.4,1010.9,78,1012.1,
2017-02-06,-3.4,1.6,-9.4,0.0,6.5,,45,,3.6,3.4,1002.7,73,1003.9,
2017-02-07,-4.1,-1.9,-6.4,4.0,2.7,,50,6,4.2,3.5,1006.9,77,1008.1,
2017-02-08,-1.4,-0.4,-2.9,1.5,0.0,,50,1,5.6,4.1,1006.6,74,1007.8,
2017-02-09,-3.5,1.1,-9.4,0.5,0.5,,49,1,2.6,4.1,1004.9,87,1006.1,
2017-02-10,-6.9,-0.6,-13.5,,8.5,,49,,3.3,3.0,1000.1,82,1001.3,
2017-02-11,-4.0,0.0,-10.2,0.5,0.5,,47,1,2.3,4.2,1002.8,89,1004.0,
2017-02-12,-0.1,1.4,-1.5,1.5,3.8,,48,1,3.8,5.0,1010.8,83,1012.0,
2017-02-13,-0.4,0.9,-1.9,0.0,2.7,,45,2,2.2,5.1,1018.3,85,1019.5,
2017-02-14,-1.6,-0.2,-4.3,0.0,0.0,,43,,1.9,4.3,1019.7,80,1020.9,
2017-02-15,-0.4,2.4,-3.4,0.0,2.4,,43,,3.7,4.6,1018.4,78,1019.6,
2017-02-16,2.2,5.6,-1.5,4.0,0.1,,43,1,5.2,5.7,1011.3,78,1012.6,
2017-02-17,-0.1,4.5,-5.8,9.0,0.0,,39,5,7.1,5.0,1001.7,79,1002.9,
2017-02-18,-5.8,-4.3,-7.1,2.0,0.7,,42,4,8.6,2.9,1005.2,72,1006.4,
2017-02-19,-4.1,-2.5,-5.5,5.0,4.4,,44,5,6.1,3.4,1008.3,75,1009.5,
2017-02-20,-4.4,-1.9,-9.1,0.0,4.6,,43,,4.5,3.2,1004.8,71,1006.0,
2017-02-21,-6.3,-3.0,-12.0,5.0,1.8,,49,9,4.8,2.8,1012.1,72,1013.3,
2017-02-22,-1.4,0.5,-3.3,3.5,2.4,,53,10,4.5,3.8,1017.1,69,1018.3,
2017-02-23,0.6,4.1,-2.8,6.0,0.5,,55,5,4.6,5.5,998.7,87,999.9,
2017-02-24,-1.9,-0.4,-4.0,12.5,0.0,,53,11,8.5,4.6,1001.7,87,1002.9,
2017-02-25,-1.7,1.0,-4.6,2.0,2.0,,53,2,6.8,3.7,1007.9,69,1009.1,
2017-02-26,-5.7,-2.4,-10.2,2.0,3.9,,51,2,6.2,2.8,1015.5,71,1016.7,
2017-02-27,-4.4,0.1,-11.3,0.0,3.8,,50,2,3.8,3.3,1025.2,75,1026.4,
2017-02-28,-0.4,3.0,-3.7,0.0,0.5,,47,,4.1,4.7,1023.3,79,1024.5,
2017-03-01,1.6,4.9,-0.4,4.0,0.0,,45,1,4.0,5.8,1016.3,86,1017.5,
2017-03-02,3.1,8.2,-1.1,1.5,4.2,,40,,3.5,6.3,1008.7,83,1009.9,
2017-03-03,-0.8,1.5,-3.9,3.5,0.6,,38,3,7.0,4.7,1005.1,80,1006.3,
2017-03-04,-4.0,-2.1,-7.3,2.5,1.3,,40,3,8.5,2.8,1009.1,62,1010.3,
2017-03-05,-3.7,-1.7,-6.3,3.0,0.1,,40,1,9.0,3.1,1008.9,66,1010.1,
2017-03-06,-2.3,-0.3,-4.6,0.0,4.0,,38,,3.4,3.5,1004.3,68,1005.5,
2017-03-07,-3.2,-0.7,-6.6,1.5,0.8,,45,10,2.4,4.4,996.0,91,997.2,
2017-03-08,-0.7,1.7,-5.3,2.5,3.5,,46,2,4.9,4.1,995.5,71,996.7,
2017-03-09,-1.3,1.6,-3.3,2.5,2.4,,45,4,3.1,4.6,997.8,84,999.0,
2017-03-10,-1.7,1.5,-4.9,1.5,8.9,,45,3,3.2,4.2,1006.1,80,1007.3,
2017-03-11,-2.3,2.5,-7.6,0.5,11.1,,44,3,2.5,4.1,1018.9,81,1020.1,
2017-03-12,-3.1,2.5,-9.1,,11.2,,39,,2.5,3.7,1022.9,77,1024.1,
2017-03-13,-1.8,3.6,-8.0,,11.1,,38,,3.1,3.7,1020.5,71,1021.7,
2017-03-14,-1.2,5.1,-8.2,,10.5,,38,,2.1,3.7,1016.0,67,1017.2,
2017-03-15,-2.2,1.7,-9.0,,10.5,,37,,3.8,3.9,1013.5,75,1014.7,
2017-03-16,1.5,3.5,-0.1,3.0,6.0,,39,4,5.3,5.7,1011.8,83,1013.0,
2017-03-17,1.6,3.2,0.3,0.5,6.9,,36,1,4.2,4.7,1015.5,69,1016.7,
2017-03-18,2.3,4.6,0.8,,7.5,,33,,5.1,4.8,1015.9,67,1017.1,
2017-03-19,3.1,4.7,2.1,,9.4,,29,,4.7,4.5,1016.0,60,1017.2,
2017-03-20,2.3,5.6,-2.6,,9.6,,26,,2.7,5.4,1016.9,75,1018.1,
2017-03-21,3.0,6.6,-1.4,0.0,0.0,,23,,4.2,5.5,1007.6,74,1008.8,
2017-03-22,1.8,4.4,-0.4,2.0,0.8,,20,1,5.2,6.1,1004.6,88,1005.8,
2017-03-23,-0.9,1.4,-3.8,0.5,9.2,,20,1,3.3,4.0,1011.7,71,1012.9,
2017-03-24,-1.4,1.8,-5.2,2.0,5.3,,22,6,2.3,4.8,1012.6,86,1013.8,
2017-03-25,0.9,4.4,-2.7,0.5,8.5,,19,,2.5,4.8,1017.8,75,1019.0,
2017-03-26,1.2,5.9,-3.1,0.0,7.8,,15,,3.2,5.3,1018.9,80,1020.1,
2017-03-27,2.7,6.5,-1.8,,10.7,,11,,2.7,5.6,1014.7,76,1015.9,
2017-03-28,2.2,6.1,-1.3,1.5,7.1,,7,2,2.8,6.0,1013.0,85,1014.2,
2017-03-29,2.4,7.1,-2.8,0.5,7.6,,,,2.9,5.8,1014.8,81,1016.0,
2017-03-30,1.2,8.0,-4.6,,9.0,,,,3.3,3.9,1016.1,63,1017.3,
2017-03-31,-0.4,4.1,-6.3,,12.3,,,,2.8,4.4,1018.4,75,1019.6,
2017-04-01,0.7,5.6,-5.0,,12.3,,,,3.0,4.9,1015.0,76,1016.2,
2017-04-02,3.5,7.3,-1.5,0.5,3.6,,,,4.3,5.6,1009.8,72,1011.0,
2017-04-03,5.2,9.3,1.3,,2.4,,,,3.0,6.4,1013.3,73,1014.5,
2017-04-04,4.7,6.1,2.7,,0.1,,,,2.9,7.4,1020.1,86,1021.3,
2017-04-05,8.7,14.3,1.6,,12.0,,,,4.8,6.4,1017.4,59,1018.6,
2017-04-06,10.8,14.8,6.3,1.5,3.7,,,,5.2,8.5,1012.7,67,1013.9,
2017-04-07,5.3,9.6,-0.5,9.5,7.6,,,,4.3,7.8,1010.7,87,1011.9,
2017-04-08,4.4,8.5,-0.7,3.5,0.2,,,,5.2,6.3,1010.0,76,1011.2,
2017-04-09,5.8,8.8,3.0,0.5,8.4,,,,5.5,5.8,1006.2,63,1007.4,
2017-04-10,4.0,6.8,2.0,0.0,10.8,,,,4.2,4.9,1015.7,60,1016.9,
2017-04-11,8.8,15.3,3.1,1.0,8.8,,,,6.3,5.4,1007.0,48,1008.1,
2017-04-12,3.3,5.9,1.3,16.0,3.2,,,,6.8,5.7,997.1,73,998.3,
2017-04-13,2.2,4.4,-0.9,3.5,4.8,,2,2,9.4,4.2,1000.0,59,1001.2,
2017-04-14,9.0,13.7,4.3,1.0,1.3,,,,8.0,8.1,1001.2,72,1002.4,
2017-04-15,10.8,13.5,8.5,0.0,9.1,,,,6.7,9.3,1000.4,73,1001.5,
2017-04-16,8.7,12.3,4.5,0.0,8.6,,,,5.9,8.2,1002.1,72,1003.3,
2017-04-17,5.8,9.8,0.4,0.0,9.0,,,,2.9,6.5,1013.5,71,1014.7,
2017-04-18,6.6,9.3,4.3,3.5,0.0,,,,3.5,6.8,995.7,70,996.9,
2017-04-19,4.4,6.8,1.2,3.0,0.6,,,,5.0,7.6,991.9,90,993.1,
2017-04-20,3.1,6.1,1.0,0.0,4.0,,,,4.5,5.7,1009.4,75,1010.6,
2017-04-21,3.9,7.5,-0.2,,11.2,,,,2.9,6.2,1008.8,77,1010.0,
2017-04-22,4.7,7.7,1.0,0.0,0.0,,,,2.2,6.4,1008.3,76,1009.5,
2017-04-23,3.2,8.0,-2.5,,12.5,,,,3.0,5.8,1017.5,77,1018.7,
2017-04-24,6.2,13.1,-0.9,,10.7,,,,2.9,5.7,1023.4,63,1024.6,
2017-04-25,12.8,20.9,2.9,7.0,8.8,,,,4.9,7.3,1016.6,54,1017.8,
2017-04-26,8.1,12.8,2.7,0.5,6.7,,,,4.0,8.3,1009.4,78,1010.6,
2017-04-27,6.4,10.1,1.3,0.0,5.5,,,,4.6,7.9,999.6,82,1000.8,
2017-04-28,7.4,10.3,4.8,5.0,7.2,,,,4.0,8.3,1001.3,81,1002.5,
2017-04-29,8.2,10.6,5.4,2.5,6.0,,,,4.3,8.9,1001.5,81,1002.7,
2017-04-30,11.1,15.3,6.3,2.5,1.3,,,,5.9,8.0,1000.0,62,1001.1,
2017-05-01,6.7,8.5,5.9,1.0,0.0,,,,4.3,9.2,1009.0,93,1010.2,
2017-05-02,6.9,9.5,4.9,,9.9,,,,3.4,8.1,1020.6,81,1021.8,
2017-05-03,12.9,16.8,5.8,,9.9,,,,6.5,6.8,1020.7,47,1021.9,
2017-05-04,12.9,20.7,4.8,,13.2,,,,4.1,8.5,1017.9,59,1019.0,
2017-05-05,13.6,20.4,6.7,,7.0,,,,4.6,10.5,1010.9,68,1012.1,
2017-05-06,12.4,20.4,4.8,0.0,3.9,,,,5.4,9.7,1003.6,66,1004.8,
2017-05-07,9.6,12.7,3.9,0.0,4.4,,,,7.4,7.7,998.2,64,999.4,
2017-05-08,7.6,9.3,5.6,0.5,0.5,,,,5.2,8.7,1000.8,84,1002.0,
2017-05-09,10.1,13.2,4.3,,13.3,,,,5.1,9.2,1013.3,74,1014.5,
2017-05-10,12.9,18.7,5.6,0.0,10.5,,,,2.6,9.2,1010.4,62,1011.5,
2017-05-11,13.2,16.7,9.9,2.0,1.9,,,,1.9,12.8,1003.8,85,1005.0,
2017-05-12,11.8,15.7,7.6,,13.0,,,,2.4,10.9,1013.1,79,1014.3,
2017-05-13,12.8,17.2,8.7,,8.7,,,,2.6,11.1,1015.8,75,1017.0,
2017-05-14,11.4,17.4,7.3,1.5,7.5,,,,2.6,10.3,1014.1,77,1015.3,
2017-05-15,11.2,13.8,8.7,1.0,0.5,,,,3.1,10.0,1011.4,76,1012.6,
2017-05-16,10.7,13.6,8.8,5.0,4.5,,,,2.4,11.6,1006.5,90,1007.7,
2017-05-17,11.1,13.4,9.6,0.5,2.0,,,,4.6,11.5,1008.1,87,1009.3,
2017-05-18,13.4,16.3,10.9,,7.0,,,,4.7,12.0,1010.6,79,1011.8,
2017-05-19,15.9,20.1,10.7,,13.7,,,,5.3,10.4,1009.2,59,1010.3,
2017-05-20,14.3,16.7,9.9,,10.5,,,,3.8,12.3,1010.7,76,1011.8,
2017-05-21,13.1,17.1,9.7,0.0,0.8,,,,2.7,13.8,1013.0,92,1014.2,
2017-05-22,12.3,15.2,10.6,0.0,1.8,,,,2.0,12.5,1014.3,88,1015.5,
2017-05-23,13.5,18.4,10.6,4.5,0.0,,,,3.6,12.6,1008.5,81,1009.6,
2017-05-24,11.0,13.5,9.4,1.5,8.5,,,,2.8,11.7,1008.1,89,1009.3,
2017-05-25,11.8,16.0,8.5,,9.3,,,,2.9,12.2,1009.6,89,1010.8,
2017-05-26,14.9,20.7,7.8,,14.4,,,,2.6,12.5,1007.1,75,1008.2,
2017-05-27,14.4,18.0,11.6,8.5,2.4,,,,2.0,13.9,1007.0,85,1008.1,
2017-05-28,13.3,15.8,11.5,2.5,1.1,,,,4.0,14.1,1005.7,93,1006.8,
2017-05-29,14.7,18.0,11.6,0.0,3.6,,,,5.6,14.5,1005.1,87,1006.2,
2017-05-30,15.4,18.8,12.7,,8.6,,,,2.7,13.9,1004.6,80,1005.7,
2017-05-31,14.3,17.2,9.9,0.0,3.5,,,,2.1,14.7,1003.8,91,1004.9,
